id,Year,Month,Day,Open,High,Low,Close,Volume,K,D,J,MACD,MACD_Signal,MACD_Hist
39,2023,9,12,543.0,545.0,542.0,545.0,1498790,96.36202296159796,88.82532351641379,111.43542185196628,-1.657391305731494,-2.742380294704005,1.084988988972511
40,2023,9,13,545.0,548.0,544.0,544.0,0,81.5143448141323,85.16983416527304,74.20336611185081,-1.3183939189231069,-2.457583019547825,1.1391891006247183
41,2023,9,13,545.0,545.0,542.0,543.0,1915475,69.92383907373282,77.54683661950293,54.6778439821926,-1.117545323344757,-2.189575480307212,1.0720301569624548
42,2023,9,13,543.0,543.0,541.0,543.0,2069806,64.12858620353308,70.837711411518,50.710335787563224,-0.9474497533235535,-1.9411503349104804,0.9937005815869269
43,2023,9,13,543.0,544.0,542.0,544.0,965577,65.39762643509987,68.11766892330894,59.9575414586817,-0.723614765377306,-1.6976432210038457,0.9740284556265397
44,2023,9,13,544.0,544.0,543.0,544.0,1235965,64.51699503573175,66.31733197952035,60.916321148154566,-0.5399991507142659,-1.4661144069459298,0.9261152562316639
45,2023,9,14,544.0,548.0,543.0,546.0,0,67.97278323215158,67.14505760583597,69.62823448478281,-0.23044276713824274,-1.2189800789843923,0.9885373118461496
46,2023,9,14,547.0,548.0,546.0,547.0,1487147,76.84353447321865,71.99429603952731,86.54201134060133,0.09448537118646527,-0.9562869889502209,1.050772360136686
47,2023,9,14,547.0,548.0,546.0,547.0,1910123,81.27891009375219,76.63660306663975,90.56352414797706,0.3479819425668893,-0.6954332026467989,1.0434151452136882
48,2023,9,14,548.0,549.0,547.0,549.0,2434789,90.6394550468761,83.63802905675792,104.64230702711245,0.7021689207987265,-0.4159127779576939,1.1180816987564204
49,2023,9,14,548.0,550.0,548.0,549.0,2247341,89.76417196788249,86.70110051232021,95.89031487900706,0.9716639160425302,-0.13839743915764907,1.1100613552001792
50,2023,9,15,549.0,550.0,547.0,549.0,0,89.3265304283857,88.01381547035295,91.95196034445118,1.1717336255235296,0.12362877377858665,1.048104851744943
51,2023,9,15,549.0,550.0,548.0,550.0,2123045,94.66326521419285,91.33854034227289,101.31271495803276,1.3949023879315519,0.37788349660917975,1.017018891322372
52,2023,9,15,550.0,551.0,549.0,550.0,2263498,91.08163260709642,91.21008647468466,90.82472487191995,1.5538533853972467,0.6130774743667933,0.9407759110304534
53,2023,9,15,550.0,551.0,549.0,550.0,2632735,89.29081630354821,90.25045138911644,87.37154613241174,1.6606799117832907,0.8225979618500927,0.838081949933198
54,2023,9,15,550.0,551.0,550.0,550.0,2073746,84.6454081517741,87.44792977044527,79.04036491443176,1.7254507810396262,1.0031685256879994,0.7222822553516268
55,2023,9,18,548.0,549.0,545.0,545.0,0,42.32270407588705,64.88531692316616,-2.8025216186711646,1.35767353295239,1.0740695271408776,0.28360400581151235
56,2023,9,18,546.0,546.0,542.0,542.0,7992183,21.161352037943526,43.023334480554844,-22.562612847279112,0.81474066299279,1.02220375431126,-0.20746309131847007
57,2023,9,18,543.0,543.0,541.0,541.0,4545524,10.580676018971763,26.802005249763305,-21.86198244261132,0.3003090336741252,0.8778248101838332,-0.577515776509708
58,2023,9,18,542.0,543.0,541.0,541.0,3371437,5.290338009485882,16.04617162962459,-16.22132923079154,-0.10615801532117075,0.6810282450828324,-0.7871862604040032
59,2023,9,18,542.0,542.0,541.0,541.0,3401917,2.645169004742941,9.345670317183766,-10.75583362013871,-0.4234053270374716,0.4601415306587716,-0.8835468576962432
60,2023,9,19,539.0,543.0,538.0,539.0,7452815,5.168738348525316,7.257204332854541,0.9918063798668673,-0.8266799407520011,0.2027772363766171,-1.0294571771286183
61,2023,9,19,538.0,540.0,538.0,539.0,2326135,6.430523020416505,6.843863676635523,5.603841707978468,-1.1332149806622738,-0.06442120703116105,-1.0687937736311128
62,2023,9,19,539.0,540.0,539.0,539.0,2058686,7.061415356362099,6.952639516498811,7.278967036088677,-1.3604636303849702,-0.3236296917019229,-1.0368339386830474
63,2023,9,19,539.0,540.0,538.0,538.0,2546652,3.5307076781810496,5.241673597339931,0.10877583986328787,-1.602775665006675,-0.5794588863628733,-1.0233167786438016
64,2023,9,19,539.0,540.0,538.0,538.0,1969403,1.7653538390905248,3.5035137182152276,-1.7109659191588804,-1.7743560264339067,-0.81843831437708,-0.9559177120568266
65,2023,9,20,536.0,538.0,536.0,537.0,0,8.025534062402405,5.7645238903088165,12.547554406589581,-1.968336582806387,-1.0484179680629415,-0.9199186147434455
66,2023,9,20,538.0,538.0,536.0,537.0,3658693,11.155624174058346,8.46007403218358,16.546724457807876,-2.097884465060588,-1.2583112674624708,-0.8395731975981171
67,2023,9,20,536.0,537.0,536.0,536.0,2590860,5.577812087029173,7.018943059606377,2.695550141874765,-2.2552466581080353,-1.4576983455915837,-0.7975483125164515
68,2023,9,20,537.0,537.0,536.0,536.0,4917719,2.7889060435145865,4.903924551560482,-1.441130972577204,-2.3528353089786833,-1.6367257382690037,-0.7161095707096796
69,2023,9,20,537.0,537.0,535.0,537.0,3982314,21.394453021757293,13.149188786658888,37.88498149195409,-2.3227086359119085,-1.7739223177975847,-0.5487863181143238
70,2023,9,21,530.0,531.0,528.0,528.0,0,10.697226510878647,11.923207648768766,8.245264235098404,-2.9905842209915363,-2.0172546984363753,-0.973329522555161
71,2023,9,21,528.0,529.0,527.0,528.0,6273520,9.19476710159317,10.558987375180969,6.46632655441757,-3.479767836412975,-2.3097573260316953,-1.17001051038128
72,2023,9,21,528.0,529.0,527.0,527.0,3590187,4.597383550796585,7.5781854629887775,-1.3642202735878008,-3.90314795862173,-2.6284354525497022,-1.274712506072028
73,2023,9,21,527.0,528.0,526.0,526.0,5188254,2.2986917753982925,4.938438619193535,-2.9808019121921934,-4.270147792732473,-2.9567779205862563,-1.3133698721462168
74,2023,9,21,527.0,527.0,526.0,527.0,3750537,5.3160125543658125,5.127225586779674,5.69358648953809,-4.429248542617188,-3.251272044992443,-1.177976497624745
75,2023,9,22,523.0,525.0,522.0,524.0,0,9.324672943849574,7.225949265314624,13.522120300919475,-4.742740599733565,-3.5495657559406677,-1.1931748437928977
76,2023,9,22,523.0,524.0,522.0,523.0,4879959,7.995669805258121,7.610809535286372,8.765390345201618,-5.014077788645409,-3.842468162481616,-1.171609626163793
77,2023,9,22,522.0,523.0,522.0,523.0,2812938,7.331168235962394,7.470988885624383,7.0515269366384175,-5.169523417694336,-4.10787921352416,-1.0616442041701761
78,2023,9,22,523.0,525.0,522.0,523.0,3583607,9.221139673536753,8.346064279580567,10.971290461449122,-5.232399355921302,-4.332783242003588,-0.8996161139177143
79,2023,9,22,524.0,524.0,523.0,524.0,3051529,18.896284122482662,13.621174201031614,29.446503965384757,-5.142260568424831,-4.494678707287837,-0.6475818611369943
80,2023,9,25,522.0,525.0,522.0,524.0,0,23.733856346955616,18.677515273993613,33.84653849287962,-5.013037751230513,-4.598350516076373,-0.4146872351541404
81,2023,9,25,525.0,527.0,524.0,527.0,2430984,53.53359484014448,36.10555505706905,88.38967440629536,-4.615349928628348,-4.601750398586768,-0.013599530041579655
82,2023,9,25,527.0,528.0,526.0,527.0,2148791,68.43346408673891,52.26950957190398,100.76137311640875,-4.251174569853106,-4.531635232840036,0.28046066298692995
83,2023,9,25,528.0,529.0,527.0,528.0,1962785,77.07387490051231,64.67169223620814,101.87824022912065,-3.8376334816974804,-4.392834882611525,0.5552014009140445
84,2023,9,25,528.0,529.0,526.0,527.0,2090539,74.25122316454187,69.46145770037501,83.8307540928756,-3.5496724185363746,-4.224202389796495,0.67452997126012
85,2023,9,26,521.0,524.0,521.0,521.0,0,37.125611582270935,53.29353464132297,4.789765464166862,-3.7622422702643235,-4.13181036589006,0.3695680956257368
86,2023,9,26,522.0,522.0,520.0,521.0,4094410,24.118361346691024,38.705947994007,-5.056811947940915,-3.8859110456037342,-4.082630501832796,0.1967194562290615
87,2023,9,26,521.0,522.0,520.0,522.0,2325628,23.170291784456623,30.93811988923181,7.634635574906248,-3.858746569922573,-4.037853715450751,0.17910714552817808
88,2023,9,26,522.0,522.0,519.0,520.0,7072245,16.58514589222831,23.761632890730063,2.232171895224809,-3.9530337007146272,-4.020889712503527,0.06785601178889955
89,2023,9,26,520.0,521.0,519.0,520.0,2635164,13.292572946114156,18.52710291842211,2.823513001498249,-3.981856567281511,-4.013083083459124,0.03122651617761285
90,2023,9,27,517.0,523.0,516.0,522.0,0,29.723209549980155,24.125156234201132,40.9193161815382,-3.7995171428847243,-3.9703698953442443,0.17085275245952003
91,2023,9,27,523.0,523.0,520.0,521.0,1916070,34.09237400575931,29.10876511998022,44.05959177731749,-3.6931313586094348,-3.9149221879972824,0.22179082938784767
92,2023,9,27,522.0,522.0,520.0,521.0,1439726,36.27695623364889,32.692860676814554,43.44514734731756,-3.5676937058739213,-3.8454764915726107,0.2777827856986894
93,2023,9,27,520.0,522.0,520.0,521.0,1835638,49.388478116824444,41.040669396819496,66.08409555683434,-3.428758864490078,-3.7621329661561043,0.3333741016660263
94,2023,9,27,522.0,522.0,520.0,521.0,2790438,60.40852477269794,50.72459708475871,79.77638014857638,-3.2808326056908754,-3.6658728940630585,0.38504028837218307
95,2023,9,28,523.0,525.0,522.0,524.0,0,74.64870683079342,62.686651957776064,98.57281657682813,-2.888231319102374,-3.510344579070922,0.6221132599685477
96,2023,9,28,524.0,524.0,521.0,521.0,2329174,65.10213119317449,63.894391575475275,67.5176104285729,-2.7870396407882936,-3.3656835914143963,0.5786439506261027
97,2023,9,28,522.0,522.0,520.0,522.0,1807237,65.88439892992056,64.88939525269792,67.87440628436585,-2.5962251960603453,-3.2117919123435863,0.615566716283241
98,2023,9,28,522.0,523.0,521.0,523.0,1238936,71.83108835384917,68.36024180327354,78.77278145500043,-2.3373680077854715,-3.036907131431964,0.6995391236464923
99,2023,9,28,522.0,525.0,522.0,525.0,3335641,85.91554417692458,77.13789299009906,103.47084655057563,-1.9483788373960351,-2.819201472624778,0.8708226352287429
100,2023,10,2,530.0,533.0,528.0,532.0,0,89.11161824230845,83.12475561620376,101.08534349451784,-1.0630069365222425,-2.467962565404271,1.4049556288820284
101,2023,10,2,532.0,533.0,531.0,533.0,3167172,94.55580912115423,88.840282368679,105.98686262610471,-0.2774533738829632,-2.0298607271000098,1.7524073532170465
102,2023,10,2,533.0,534.0,532.0,533.0,2502417,93.70647598914854,91.27337917891377,98.57266960961809,0.3411706808786903,-1.5556544455042698,1.89682512638296
103,2023,10,2,534.0,534.0,531.0,533.0,3240319,93.2818094231457,92.27759430102974,95.29023966737762,0.8219596618926062,-1.0801316240248946,1.9020912859175008
104,2023,10,2,532.0,533.0,532.0,533.0,1848366,93.06947614014427,92.67353522058701,93.8613579792588,1.1892791238050222,-0.6262494744589113,1.8155285982639335
105,2023,10,3,528.0,533.0,528.0,532.0,0,89.391880927215,91.032708073901,86.11022663384301,1.3837399087927906,-0.2242515978085709,1.6079915066013615
106,2023,10,3,532.0,532.0,529.0,530.0,2295915,79.31132507899211,85.17201657644657,67.58994208408319,1.3607819493525994,0.09275511162366315,1.2680268377289363
107,2023,10,3,530.0,532.0,530.0,531.0,1018356,77.15566253949606,81.16383955797131,69.13930850254556,1.4070595372628532,0.3556159967515012,1.051443540511352
108,2023,10,3,531.0,533.0,531.0,532.0,2049577,71.91116460308136,76.53750208052634,62.65848964819139,1.5070541199587524,0.5859036213929515,0.9211504985658009
109,2023,10,3,531.0,532.0,529.0,530.0,1779263,52.622248968207344,64.57987552436684,28.70699585588835,1.4086788885102806,0.7504586748164173,0.6582202136938633
110,2023,10,4,521.0,523.0,519.0,521.0,0,32.97779115077034,48.778833337568585,1.375706777173832,0.5976022383609916,0.7198873875253322,-0.12228514916434063
111,2023,10,4,521.0,522.0,520.0,520.0,3555796,19.8222289087185,34.30053112314354,-9.134375520131584,-0.12443903726432382,0.551022102567401,-0.6754611398317248
112,2023,10,4,521.0,522.0,520.0,521.0,3453209,17.053971597216393,25.677251360179966,-0.1925879287107506,-0.6089507029278138,0.3190275414683581,-0.9279782443961719
113,2023,10,4,522.0,523.0,521.0,522.0,2486413,19.24127151289391,22.459261436536938,12.805291665607854,-0.9018421708644837,0.07485359900178976,-0.9766957698662735
114,2023,10,4,522.0,522.0,520.0,521.0,3263930,16.763492899304097,19.611377167920516,11.06772436207126,-1.2008102192950219,-0.18027916465757257,-1.0205310546374493
115,2023,10,5,524.0,526.0,523.0,526.0,0,33.38174644965205,26.496561808786282,47.15211573138359,-1.0224995994694837,-0.34872325161995477,-0.6737763478495289
116,2023,10,5,525.0,529.0,525.0,527.0,4303066,45.26230179625459,35.879431802520436,64.02804178372291,-0.7913730500395104,-0.4372532113038659,-0.3541198387356445
117,2023,10,5,526.0,529.0,525.0,528.0,2701271,57.24653551351191,46.56298365801617,78.61363922450339,-0.5215004195739539,-0.45410265295788355,-0.06739776661607033
118,2023,10,5,528.0,529.0,527.0,528.0,3251838,73.62326775675595,60.093125707386065,100.68355185549572,-0.30411872425690945,-0.4241058672176887,0.11998714296077928
119,2023,10,5,529.0,529.0,528.0,529.0,2141519,86.81163387837798,73.45237979288203,113.53014204936989,-0.050567609985591844,-0.34939821577126934,0.2988306057856775
120,2023,10,6,530.0,533.0,529.0,532.0,0,89.55966309303514,81.50602144295858,105.66694639318823,0.3879760562950878,-0.20192336135799788,0.5898994176530856
121,2023,10,6,532.0,532.0,531.0,532.0,1125283,90.93367770036372,86.21984957166114,100.36133395776886,0.727143019263849,-0.0161100852336285,0.7432531044974775
122,2023,10,6,532.0,532.0,530.0,530.0,1843731,83.92837731172033,85.07411344169074,81.63690505177948,0.8250414316268007,0.15212021813845733,0.6729212134883433
123,2023,10,6,531.0,532.0,530.0,532.0,1094184,86.96418865586017,86.01915104877546,88.85426387002957,1.0518844449409244,0.3320730634989507,0.7198113814419737
124,2023,10,6,531.0,532.0,531.0,532.0,978408,87.23209432793008,86.62562268835276,88.44503760708471,1.2176231654013918,0.5091830838794389,0.7084400815219529
125,2023,10,11,542.0,544.0,540.0,543.0,7953744,90.98446821659661,88.80504545247469,95.34331374484046,2.2110922692903614,0.8495649209616234,1.361527348328738
126,2023,10,11,544.0,544.0,542.0,542.0,4790501,89.60988116712184,89.20746330979827,90.41471688176898,2.8844815413482365,1.256548245038946,1.6279332963092905
127,2023,10,11,542.0,544.0,542.0,542.0,4331990,88.55494058356092,88.8812019466796,87.9024178573236,3.3791941443411133,1.6810774248993796,1.6981167194417337
128,2023,10,11,542.0,543.0,542.0,543.0,3939416,90.94413695844713,89.91266945256336,93.00707197021467,3.808052233360172,2.1064723865915385,1.7015798467686336
129,2023,10,11,542.0,544.0,542.0,544.0,3609174,95.47206847922357,92.69236896589346,101.03146750588374,4.180427633778436,2.521263436028918,1.6591641977495177
130,2023,10,12,545.0,548.0,544.0,547.0,11423758,94.958256461834,93.82531271386372,97.22414395777452,4.663850780729717,2.949780904969078,1.7140698757606394
131,2023,10,12,548.0,549.0,547.0,549.0,4928550,97.479128230917,95.65222047239035,101.13294374797027,5.148995972435387,3.3896239184623402,1.7593720539730464
132,2023,10,12,549.0,550.0,548.0,549.0,4676499,96.10798516809007,95.88010282024021,96.56374986378978,5.470417464826596,3.8057826277351916,1.6646348370914046
133,2023,10,12,550.0,550.0,549.0,550.0,3979636,98.05399258404503,96.96704770214262,100.22788234784986,5.7396745604056605,4.192561014269286,1.5471135461363748
134,2023,10,12,549.0,550.0,549.0,549.0,3568176,92.77699629202252,94.87202199708257,88.58694488190238,5.8054494978491675,4.515138710985262,1.2903107868639054
135,2023,10,13,550.0,552.0,548.0,551.0,0,91.38849814601126,93.13026007154691,87.90497429493993,5.950367759403434,4.802184520668897,1.1481832387345374
136,2023,10,13,552.0,554.0,549.0,551.0,8190255,83.19424907300564,88.16225457227628,73.25823807446434,5.996097249117952,5.040967066358708,0.9551301827592438
137,2023,10,13,551.0,552.0,549.0,549.0,3056464,70.76379120316949,79.46302288772289,53.3653278340627,5.804049444773341,5.193583542041635,0.6104659027317059
138,2023,10,13,550.0,552.0,549.0,551.0,3164172,70.38189560158474,74.92245924465382,61.30076831544659,5.746985786728146,5.304263990978938,0.44272179574920845
139,2023,10,13,551.0,552.0,550.0,551.0,2114524,63.76237637222094,69.34241780843738,52.60229349978806,5.636785077014906,5.370768208186131,0.26601686882877473
140,2023,10,16,546.0,547.0,543.0,544.0,0,36.42664273156502,52.88453027000119,3.5108676546926745,4.927804064253678,5.282175379399641,-0.3543713151459631
141,2023,10,16,544.0,545.0,543.0,545.0,2020111,27.3042304566916,40.094380363346396,1.7239306433820047,4.395949378309638,5.1049301791816415,-0.7089808008720038
142,2023,10,16,545.0,545.0,543.0,543.0,2606592,13.6521152283458,26.873247795846098,-12.790149906654797,3.7696136627887427,4.837866875903062,-1.0682532131143194
143,2023,10,16,544.0,545.0,542.0,544.0,2759361,15.159390947506232,21.016319371676165,3.445534099166366,3.315708316864516,4.533435164095353,-1.2177268472308374
144,2023,10,16,544.0,546.0,544.0,545.0,1643974,20.079695473753116,20.54800742271464,19.143071575830064,3.0020707003499183,4.227162271346266,-1.225091570996348
145,2023,10,17,550.0,552.0,548.0,551.0,0,55.03984773687656,37.7939275797956,89.53168805103847,3.200764069743286,4.021882631025671,-0.8211185612823844
146,2023,10,17,551.0,552.0,551.0,552.0,2436854,77.51992386843828,57.656925724116945,117.24592015708095,3.3997316489576406,3.8974524346120645,-0.4977207856544239
147,2023,10,17,551.0,552.0,549.0,551.0,2323816,83.75996193421915,70.70844382916805,109.86299814432135,3.43710246858177,3.805382441406006,-0.36827997282423564
148,2023,10,17,550.0,551.0,549.0,550.0,2244350,81.87998096710957,76.29421239813881,93.05151810505109,3.347440262092732,3.7137940055433516,-0.36635374345061944
149,2023,10,17,550.0,551.0,549.0,550.0,1542349,80.9399904835548,78.6171014408468,85.58576856897079,3.239044627241242,3.6188441298829295,-0.3797995026416876
150,2023,10,18,549.0,549.0,544.0,544.0,0,50.4699952417774,64.54354834131209,22.322889042708027,2.638574604183873,3.4227902247431183,-0.7842156205592454
151,2023,10,18,545.0,546.0,544.0,544.0,2114448,35.2349976208887,49.88927298110039,5.926446900465322,2.13805165615679,3.165842511025853,-1.0277908548690626
152,2023,10,18,545.0,547.0,544.0,544.0,3167968,17.61749881044435,33.75338589577237,-14.654275360211685,1.7215387862648868,2.87698176607366,-1.155442979808773
153,2023,10,18,545.0,546.0,541.0,541.0,4674069,8.808749405222175,21.28106765049727,-16.135887085328015,1.1362761242554598,2.52884063771002,-1.3925645134545603
154,2023,10,18,541.0,542.0,540.0,542.0,4187472,12.737708035944419,17.009387843220843,4.194348421391567,0.7445600657094928,2.1719845233099146,-1.4274244576004218
155,2023,10,19,540.0,545.0,540.0,544.0,0,23.035520684638875,20.02245426392986,29.061653526056915,0.5887191643904544,1.8553314515260226,-1.2666122871355683
156,2023,10,19,545.0,548.0,544.0,546.0,3955748,38.79048761504671,29.406470939488283,57.55852096616355,0.619456701369586,1.6081565014947354,-0.9886998001251495
157,2023,10,19,546.0,546.0,543.0,546.0,3966446,46.667971080250624,38.037221009869455,63.92947122101296,0.6364794816083759,1.4138210975174637,-0.7773416159090878
158,2023,10,19,545.0,548.0,545.0,547.0,2690147,62.222874429014205,50.13004771944183,86.40852784815894,0.7223351700391731,1.2755239120218056,-0.5531887419826325
159,2023,10,19,548.0,548.0,546.0,547.0,2142503,74.8614372145071,62.49574246697447,99.59282670957238,0.7813692829688534,1.1766929862112152,-0.39532370324236177
160,2023,10,20,549.0,552.0,546.0,550.0,0,79.09738527392022,70.79656387044734,95.69902808086599,1.058032826911358,1.1529609543512438,-0.09492812743988588
161,2023,10,20,550.0,551.0,549.0,550.0,4957621,81.21535930362678,76.00596158703706,91.63415473680624,1.262734659607986,1.1749156954025923,0.0878189642053937
162,2023,10,20,551.0,553.0,550.0,552.0,6821904,86.76152580565955,81.3837436963483,97.51709002428206,1.5682676093321106,1.253586078188496,0.31468153114361463
163,2023,10,20,553.0,554.0,552.0,553.0,5762004,89.8093343314012,85.59653901387475,98.23492496645412,1.8695453607189165,1.37677793469458,0.49276742602433643
164,2023,10,20,554.0,554.0,552.0,554.0,2634231,94.9046671657006,90.25060308978767,104.21279531752643,2.1640559025664743,1.534233528268959,0.6298223742975153
165,2023,10,23,552.0,553.0,545.0,546.0,0,61.088697219213934,75.6696501545008,31.926791348640194,1.7319595361785787,1.573778729850883,0.1581808063276957
166,2023,10,23,546.0,547.0,543.0,543.0,5148970,30.544348609606967,53.106999382053885,-14.580952935286874,1.1343688270577559,1.4858967492922577,-0.3515279222345018
167,2023,10,23,544.0,546.0,543.0,546.0,1791310,28.90853794116712,41.0077686616105,4.7100765002803655,0.892559937267265,1.3672293868872594,-0.47466944961999435
168,2023,10,23,546.0,546.0,543.0,544.0,2321215,18.999723516038106,30.0037460888243,-3.0083216295342794,0.5333927451264344,1.2004620585350945,-0.66706931340866
169,2023,10,23,544.0,544.0,543.0,543.0,1310798,9.499861758019053,19.751803923421676,-11.004022572786191,0.16614331829100593,0.9935983104862768,-0.8274549921952709
170,2023,10,24,543.0,546.0,540.0,541.0,5675549,8.321359450438099,14.036581686929887,-3.1090850225454787,-0.2830252448226247,0.7382735994244966,-1.0212988442471214
171,2023,10,24,542.0,545.0,541.0,543.0,2278953,14.874965439504763,14.455773563217324,15.71334919207964,-0.4721684182613899,0.49618519588731924,-0.9683536141487091
172,2023,10,24,544.0,544.0,541.0,543.0,1638941,18.151768434038097,16.303770998627712,21.847763304858866,-0.6149766775849912,0.27395282119285713,-0.8889294987778483
173,2023,10,24,543.0,543.0,542.0,542.0,905763,16.76819190932674,16.53598145397723,17.232612820025764,-0.7996272889913598,0.059236799156013736,-0.8588640881473736
174,2023,10,24,542.0,545.0,542.0,545.0,1369055,44.09838166894909,30.31718156146316,71.66078188392095,-0.69586777041809,-0.09178411475880702,-0.604083655659283
175,2023,10,25,544.0,551.0,544.0,550.0,0,67.50373628902,48.91045892524158,104.69029101657684,-0.20778418440875157,-0.11498412868879593,-0.09280005571995564
176,2023,10,25,551.0,551.0,550.0,551.0,1641440,83.75186814451,66.33116353487578,118.59327736377841,0.25675747624723044,-0.04063580770159065,0.2973932839488211
177,2023,10,25,550.0,551.0,546.0,547.0,2524674,73.69411589043682,70.0126397126563,81.05706824599787,0.29870028757306955,0.027231411353341395,0.27146887621972815
